Name,Price,Grammage,IsOffer,Category,Price (EUR/ Kg),net_carbs,sugar,fiber,saturated_fat,protein,energy,carbohydrates,sodium,calcium,monounsaturated_fat,vitamin_c,cholesterol,fat,iron,polyunsaturated_fat,potassium,vitamin_a,grams,trans_fat,energy (kcal),Search Result Name,Search Result Brand,vitamin_d,sugar_alcohols,added_sugars
The Vegetarian Butcher Chick-Eria Filets vegan...,"3,49 €","180g (1 kg = 19,39 €)",False,Fleisch & Fisch,19.39,0.0,0.0,0.0,0.0,16.0,"{'unit': 'calories', 'value': 150.0}",0.0,,,,,,0.0,,,,,1.0,,150.0,Chick-Eria Filets,The Vegetarian Butcher,,,
The Vegetarian Butcher Vegane Chickeriki...,"3,29 €","160g (1 kg = 20,56 €)",False,Fleisch & Fisch,20.56,5.2,0.5,2.5,0.5,16.0,"{'unit': 'calories', 'value': 126.0}",7.7,,,,,,4.2,,,,,1.0,,126.0,Vegane Chickeriki Streifen,The Vegetarian Butcher,,,
The Vegetarian Butcher Wie'n Schnitzel vegan...,"3,29 €","180g (1 kg = 18,28 €)",False,Fleisch & Fisch,18.28,18.0,0.0,3.3,3.6,13.0,"{'unit': 'calories', 'value': 237.0}",21.3,15.0,,,,,12.0,15.0,,,,1.0,,237.0,Wie'n Schnitzel,The Vegetarian Butcher,,,
REWE Bio Hähnchenbrustfilet 70g,"2,69 €","70g (1 kg = 38,43 €)",False,Fleisch & Fisch,38.43,1.0,1.0,,0.4,24.5,"{'unit': 'calories', 'value': 122.0}",1.0,,,,,,2.0,,,,,1.0,,122.0,Hähnchenbrustfilet 70g,Bio Rewe,,,
The Vegetarian Butcher Veganes Hick-Hack-Hur...,"3,29 €","180g (1 kg = 18,28 €)",False,Fleisch & Fisch,18.28,2.6,1.8,5.8,0.1,22.0,"{'unit': 'calories', 'value': 113.0}",8.4,,,,,,0.5,,,,,1.0,,113.0,Hick-Hack-Hurra,The Vegetarian Butcher,,,
REWE Bio Original Nürnberger...,"2,99 €","160g (1 kg = 18,69 €)",True,Fleisch & Fisch,18.69,0.2,0.2,0.0,2.4,2.8,"{'unit': 'calories', 'value': 70.0}",0.2,186.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,57.0,0.0,1.0,0.0,70.0,Original Nürnberger Rostbratwürstchen,Bratwurst Nürnberger Rewe Bio,,,
REWE Bio Salami 70g,"1,89 €",70g (1 kg = 27 €),False,Fleisch & Fisch,27.0,1.0,1.0,,0.4,24.5,"{'unit': 'calories', 'value': 122.0}",1.0,,,,,,2.0,,,,,1.0,,122.0,Hähnchenbrustfilet 70g,Bio Rewe,,,
REWE Regional Rinderhackfleisch 500g,"5,98 €","500g (1 kg = 11,96 €)",False,Fleisch & Fisch,11.96,0.0,0.0,0.0,0.0,19.0,"{'unit': 'calories', 'value': 220.0}",0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,220.0,Rinderhackfleisch,Rewe,,,
REWE Regional Hähnchen Innenbrustfil...,"4,99 €","350g (1 kg = 14,26 €)",False,Fleisch & Fisch,14.26,0.0,0.0,,0.0,0.0,"{'unit': 'calories', 'value': 178.0}",0.0,,,,,,0.0,,,,,1.0,,178.0,Hähnchen-Geschnetzeltes,Rewe Regional,,,
Ponnath Prosciutto Cotto 150g,"2,99 €","150g (1 kg = 19,93 €)",False,Fleisch & Fisch,19.93,1.0,0.8,,,20.0,"{'unit': 'calories', 'value': 107.0}",1.0,,,,,,2.5,,,,,1.0,,107.0,Prosciutto Cotto,Ponnath,,,
Wolf Gelbwurst 100g,"1,49 €","100g (1 kg = 14,90 €)",False,Fleisch & Fisch,14.9,1.0,0.0,0.0,12.5,11.5,"{'unit': 'calories', 'value': 295.0}",1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,295.0,Gelbwurst,Wolf,,,
REWE Bio Bacon-Würfel Schwein 80g,"1,59 €","80g (1 kg = 19,88 €)",False,Fleisch & Fisch,19.88,1.0,1.0,,12.9,13.2,"{'unit': 'calories', 'value': 348.0}",1.0,1200.0,,,,,32.3,,,,,1.0,,348.0,Bacon-würfel,Rewe Bio,,,
REWE Bio Stremellachs Natur 100g,"3,69 €","100g (1 kg = 36,90 €)",True,Fleisch & Fisch,36.9,0.5,,,2.9,23.2,"{'unit': 'calories', 'value': 214.0}",0.5,1.45,,,,,13.2,,,,,1.0,,214.0,Stremellachs Natur,REWE Bio,,,
REWE Regional Hähnchenbrustfilet 550g,"6,99 €","550g (1 kg = 12,71 €)",False,Fleisch & Fisch,12.71,1.5,0.0,0.0,0.0,20.0,"{'unit': 'calories', 'value': 131.0}",1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,131.0,Hähnchenbrustfilet,rewe,,,
REWE Regional Hähnchen...,"5,99 €","400g (1 kg = 14,98 €)",False,Fleisch & Fisch,14.98,0.0,0.0,,0.0,0.0,"{'unit': 'calories', 'value': 178.0}",0.0,,,,,,0.0,,,,,1.0,,178.0,Hähnchen-Geschnetzeltes,Rewe Regional,,,
Wilhelm Brandenburg Mortadella mit Paprika...,"1,49 €","100g (1 kg = 14,90 €)",False,Fleisch & Fisch,14.9,0.15,0.14,,1.83,2.0,"{'unit': 'calories', 'value': 43.0}",0.15,35.0,,,,,3.83,,,,,1.0,,43.0,Wilhelm Brandenburg,Mortadella mit Paprika,,,
Gutfried Hähnchenfleischwurst...,"2,99 €","350g (1 kg = 8,54 €)",True,Fleisch & Fisch,8.54,0.5,0.5,,6.0,13.0,"{'unit': 'calories', 'value': 234.0}",0.5,2200.0,,,,,20.0,,,,,1.0,,234.0,Hähnchenfleischwurst,Gutfried,,,
REWE Bio Kochschinken 100g,"2,79 €","100g (1 kg = 27,90 €)",False,Fleisch & Fisch,27.9,1.0,,,1.2,19.0,"{'unit': 'calories', 'value': 474.0}",1.0,,,,,,3.5,,,,,1.0,,474.0,Rewe Bio Kochschinken,Kochschinken Rewe,,,
REWE Beste Wahl Delikatess...,"2,99 €","150g (1 kg = 19,93 €)",False,Fleisch & Fisch,19.93,0.7,0.3,0.0,7.6,9.5,"{'unit': 'calories', 'value': 205.0}",0.7,1040.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,0.0,1.0,0.0,205.0,Delikatess Rostbratwurst,Rewe Beste Wahl,,,
Reinert Schinken-Nuggetz 3x50g,"2,99 €","150g (1 kg = 19,93 €)",False,Fleisch & Fisch,19.93,0.5,,,,11.0,"{'unit': 'calories', 'value': 116.0}",0.5,,,,,,7.0,,,,,1.0,,116.0,Schinken Nuggetz,Reinert,,,
Deutsche See Lachsfilet 250g,"6,49 €","250g (1 kg = 25,96 €)",False,Fleisch & Fisch,25.96,0.0,,,3.8,26.0,"{'unit': 'calories', 'value': 239.0}",0.0,,,,,,15.0,,,,,1.0,,239.0,Lachsfilet,Deutsch See,,,
Citterio Prosciutto di Parma 70g,"3,39 €","70g (1 kg = 48,43 €)",False,Fleisch & Fisch,48.43,0.0,0.0,0.0,1.5,8.0,"{'unit': 'calories', 'value': 62.0}",0.0,520.0,0.0,,,20.0,3.5,2.0,,,,28.0,0.0,62.0,Prosciutto di Parma,Citterio,,,
Wilhelm Brandenburg Bayerischer...,"1,59 €","100g (1 kg = 15,90 €)",False,Fleisch & Fisch,15.9,0.5,0.5,0.0,11.0,12.0,"{'unit': 'calories', 'value': 285.0}",0.5,1800.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,285.0,Bayerischer Leberkäse,Wilhelm Brandenburg,,,
REWE Bio Geflügel Wiener 200g,"3,99 €","200g (1 kg = 19,95 €)",False,Fleisch & Fisch,19.95,1.0,1.0,,8.0,12.5,"{'unit': 'calories', 'value': 279.0}",1.0,2000.0,,,,,25.0,,,,,1.0,,279.0,Geflügel Wiener,REWE Bio,,,
REWE Bio Rostbratwurst 200g,"3,19 €","200g (1 kg = 15,95 €)",True,Fleisch & Fisch,15.95,1.0,0.5,0.0,12.0,15.0,"{'unit': 'calories', 'value': 282.0}",1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,282.0,Rostbratwurst,Bio Rewe,,,
Zimmermann Münchner Weißwürste 5x60g,"3,59 €","5x60g (1 kg = 11,97 €)",False,Fleisch & Fisch,11.97,1.0,,,11.0,11.0,"{'unit': 'calories', 'value': 273.0}",1.0,1.7,,,,,25.0,,,,,1.0,,273.0,Weißwurst,Zimmermann Münchner Weißwurst,,,
Wiesenhof Geflügel-Mortadella 100g,"1,59 €","100g (1 kg = 15,90 €)",False,Fleisch & Fisch,15.9,0.1,0.1,,0.6,1.3,"{'unit': 'calories', 'value': 24.0}",0.1,95.0,,,,,2.0,,,,,1.0,,24.0,Geflügel Mortadella,Wiesenhof,,,
Herta Finesse Putenbrust im Ofen gegrillt 100g,"2,49 €","100g (1 kg = 24,90 €)",False,Fleisch & Fisch,24.9,1.2,1.2,,0.4,20.4,"{'unit': 'calories', 'value': 98.0}",1.2,2200.0,,,,,1.2,,,,,1.0,,98.0,Finesse Putenbrust im Ofen Gegrillt*,Herta,,,
REWE Bio + vegan Tofu Natur 2x200g,"2,19 €","2x200g (1 kg = 5,48 €)",False,Fleisch & Fisch,5.48,,,,,,,,,,,,,,,,,,,,,,,,,
Herta Finesse Schinken hauchzart und feinwürz...,"2,49 €","100g (1 kg = 24,90 €)",False,Fleisch & Fisch,24.9,1.0,1.0,0.4,1.2,20.0,"{'unit': 'calories', 'value': 112.0}",1.4,960.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,Finesse Schinken Hauchzart,Herta,,,
REWE Bio Geflügelsalami mit Palmfett 70g,"1,79 €","70g (1 kg = 25,57 €)",False,Fleisch & Fisch,25.57,0.5,,,5.8,22.0,"{'unit': 'calories', 'value': 216.0}",0.5,3600.0,,,,,14.0,,,,,1.0,,216.0,Mit Palmfett,Geflügelsalami,,,
REWE Regional Hackfleisch gemischt...,"5,98 €","500g (1 kg = 11,96 €)",False,Fleisch & Fisch,11.96,0.0,,,8.5,18.0,"{'unit': 'calories', 'value': 234.0}",0.0,,,,,,18.0,,,,,1.0,,234.0,Hackfleisch,Rewe Regional Hack gemischt,,,
Rügenwalder Mühle Veganer Schinken...,"1,59 €","80g (1 kg = 19,88 €)",False,Fleisch & Fisch,19.88,3.1,1.5,8.0,0.7,2.2,"{'unit': 'calories', 'value': 118.0}",11.1,,,5.7,,,9.0,,2.6,,,1.0,,118.0,Veganer Schinken Spicker,Rügenwalder Mühle,,,
Aoste Luftgetrocknete Ringsalami 250g,"5,79 €","250g (1 kg = 23,16 €)",False,Fleisch & Fisch,23.16,2.0,1.5,,15.0,26.0,"{'unit': 'calories', 'value': 445.0}",2.0,,,,,,37.0,,,,,1.0,,445.0,Ringsalami,Aoste,,,
Gutfried Geflügel-Fleischwurst 400g,"3,49 €","400g (1 kg = 8,73 €)",False,Fleisch & Fisch,8.73,1.0,,,2.7,16.0,"{'unit': 'calories', 'value': 149.0}",1.0,2.0,,,,,9.0,,,,,1.0,,149.0,Geflügel - Fleischwurst,Gutfried,,,
REWE Bio Rinderhackfleisch 250g,"4,79 €","250g (1 kg = 19,16 €)",False,Fleisch & Fisch,19.16,0.5,,,6.8,20.0,"{'unit': 'calories', 'value': 235.0}",0.5,0.0,,,,,17.0,0.0,,,,1.0,,235.0,Rinderhackfleisch,rewe bio,,,
Tulip Bacon 125g,"2,29 €","125g (1 kg = 18,32 €)",False,Fleisch & Fisch,18.32,3.3,0.0,0.0,7.2,13.0,"{'unit': 'calories', 'value': 254.0}",3.3,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,254.0,Bacon og oste pølser 125g.,Tulip,,,
Rügenwalder Mühle Pommersche...,"2,69 €","125g (1 kg = 21,52 €)",False,Fleisch & Fisch,21.52,25.5,1.0,3.2,0.7,2.9,"{'unit': 'calories', 'value': 176.0}",28.7,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,1.0,0.0,176.0,Pommersche,Rügenwalder Mühle,,,
REWE Bio Bierschinken 70g,"1,69 €","70g (1 kg = 24,14 €)",False,Fleisch & Fisch,24.14,1.0,0.0,0.0,3.5,19.0,"{'unit': 'calories', 'value': 163.0}",1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,163.0,Bierschinken,Rewe Bio Bierschinken,,,
REWE Bio Gelbwurst 70g,"1,49 €","70g (1 kg = 21,29 €)",False,Fleisch & Fisch,21.29,0.1,0.1,0.0,1.0,1.1,"{'unit': 'calories', 'value': 27.0}",0.1,24.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,1.0,0.0,27.0,Gelbwurst,Rewe bio,,,
Popp Feinster Fleischsalat 200g,"1,29 €","200g (1 kg = 6,45 €)",True,Fleisch & Fisch,6.45,6.0,4.2,,6.1,4.8,"{'unit': 'calories', 'value': 304.0}",6.0,1.5,,,,,29.0,,,,,1.0,,304.0,popp,Feinster Fleischsalat,,,
Danone Activia Pfirsich-Maracuja 4x115g,"2,69 €","4x115g (1 kg = 5,85 €)",False,"Käse, Eier & Molkerei",5.85,17.1,16.5,,2.3,4.6,"{'unit': 'calories', 'value': 119.0}",17.1,,18.75,,,,3.5,,,,,1.0,,119.0,Activia Pfirsich-maracuja,Danone,,,
Danone Activia Erdbeere 4x115g,"2,69 €","4x115g (1 kg = 5,85 €)",False,"Käse, Eier & Molkerei",5.85,17.1,0.0,0.0,2.3,4.6,"{'unit': 'calories', 'value': 119.0}",17.1,19.0,16.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1.0,0.0,119.0,Activia Erdbeere,Danone Activia,,,
Arla Kaergarden Gesalzen aus Butter &...,"2,39 €","200g (1 kg = 11,95 €)",False,"Käse, Eier & Molkerei",11.95,0.6,0.0,0.0,37.0,0.5,"{'unit': 'calories', 'value': 679.0}",0.6,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,679.0,Butter gesalzen,Arla Kærgården,,,
Arla Kaergarden Ungesalzen aus Butter...,"2,39 €","200g (1 kg = 11,95 €)",False,"Käse, Eier & Molkerei",11.95,0.6,0.6,0.0,37.0,0.5,"{'unit': 'calories', 'value': 680.0}",0.6,3.9,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,680.0,Butter Ungesalzen,Arla Kærgarden,,,
Meggle Kräuterbutter portioniert 5x20g,"1,69 €","5x20g (1 kg = 16,90 €)",True,"Käse, Eier & Molkerei",16.9,3.3,2.4,,40.0,1.2,"{'unit': 'calories', 'value': 578.0}",3.3,827.0,,,,,62.0,,,,,1.0,,578.0,Kräuterbutter,Meggle,,,
REWE Bio Mozzarella 125g,"1,19 €","125g (1 kg = 9,52 €)",False,"Käse, Eier & Molkerei",9.52,20.0,,,,2.5,"{'unit': 'calories', 'value': 89.0}",20.0,,,,,,1.2,,,,,1.0,,89.0,Kumquat 125g,Rewe Bio,,,
Meggle Knoblauchbutter-Rolle 125g,"2,09 €","125g (1 kg = 16,72 €)",True,"Käse, Eier & Molkerei",16.72,3.7,1.7,0.0,41.0,1.2,"{'unit': 'calories', 'value': 578.0}",3.7,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,578.0,Knoblauchbutter (Rolle 125g),Meggle,,,
REWE Bio Gouda 150g,"1,89 €","150g (1 kg = 12,60 €)",False,"Käse, Eier & Molkerei",12.6,3.3,0.0,0.0,0.0,4.4,"{'unit': 'calories', 'value': 33.0}",3.3,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,33.0,Bio Seitlinge 150g,Rewe,,,
REWE Bio Frischkäse Doppelrahmstufe 175g,"1,29 €","175g (1 kg = 7,37 €)",False,"Käse, Eier & Molkerei",7.37,2.3,2.3,0.0,14.7,5.0,"{'unit': 'calories', 'value': 245.0}",2.3,320.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,1.0,0.0,245.0,Frischkäse Doppelrahmstufe,Rewe Bio,,,
REWE Bio Körniger Frischkäse 200g,"1,19 €","200g (1 kg = 5,95 €)",False,"Käse, Eier & Molkerei",5.95,1.0,1.0,,2.6,12.7,"{'unit': 'calories', 'value': 91.0}",1.0,700.0,,,0.0,,4.0,0.0,,,0.0,1.0,,91.0,Körniger Frischkäse,Rewe Bio,,,
REWE Bio Süßrahmbutter 250g,"2,69 €","250g (1 kg = 10,76 €)",False,"Käse, Eier & Molkerei",10.76,0.6,0.6,,53.9,0.7,"{'unit': 'calories', 'value': 743.0}",0.6,,,,,,82.0,,,,,1.0,,743.0,Bio Süßrahmbutter 82% Fett,Rewe,,,
Berchtesgadener Land Butter aus Berg- &...,"2,59 €","250g (1 kg = 10,36 €)",False,"Käse, Eier & Molkerei",10.36,0.08,0.08,,5.4,0.06,"{'unit': 'calories', 'value': 47.7}",0.08,,,,,,8.23,,,,,1.0,,48.0,Butter,Berchtesgadener Land,,,
Deutsche Markenbutter 250g,"1,85 €","250g (1 kg = 7,40 €)",False,"Käse, Eier & Molkerei",7.4,1.0,,,55.0,0.5,"{'unit': 'calories', 'value': 749.0}",1.0,,,,,,82.5,,,,,1.0,,749.0,Deutsche Markenbutter,Deutsche Markenbutter,,,
Philadelphia Natur Doppelrahmstufe 175g,"2,19 €","175g (1 kg = 12,51 €)",False,"Käse, Eier & Molkerei",12.51,3.3,3.2,0.1,16.5,5.4,"{'unit': 'calories', 'value': 255.0}",3.4,300.0,,,,,24.5,,,,,1.0,,255.0,Natur Doppelrahmstufe,Philadelphia,,,
REWE Bio Schlagsahne 200g,"1,09 €","200g (1 kg = 5,45 €)",False,"Käse, Eier & Molkerei",5.45,3.2,,,20.3,2.5,"{'unit': 'calories', 'value': 293.0}",3.2,,,,,,30.0,,,,,1.0,,293.0,Schlagsahne 30% !,Rewe Bio,,,
Elinas Joghurt Griechischer Art Natur...,"2,15 €","4x150g (1 kg = 3,58 €)",False,"Käse, Eier & Molkerei",3.58,4.0,0.0,0.0,5.8,3.3,"{'unit': 'calories', 'value': 114.0}",4.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,1.0,0.0,114.0,Joghurt griechischer Art,Elinas,,,
REWE Feine Welt Burrata aus Apulien 250g,"1,89 €","100g (1 kg = 18,90 €)",False,"Käse, Eier & Molkerei",18.9,2.0,2.0,,15.3,8.0,"{'unit': 'calories', 'value': 255.0}",2.0,54.0,,,,,23.9,,,,,1.0,,255.0,Burrata,Rewe Feine Welt,,,
Giovanni Ferrari Grana Padano gerieben 60g,"2,19 €","60g (1 kg = 36,50 €)",False,"Käse, Eier & Molkerei",36.5,,0.0,0.0,18.0,33.0,"{'unit': 'calories', 'value': 398.0}",,1500.0,116.5,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,398.0,Grana Padano,Giovanni Ferrari,,,
Marca Italia Grana Padano Gerieben 150g,"2,49 €","150g (1 kg = 16,60 €)",False,"Käse, Eier & Molkerei",16.6,0.0,0.0,0.0,18.0,33.0,"{'unit': 'calories', 'value': 398.0}",0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,398.0,Grana Padano gerieben,Grana Padano,,,
REWE Beste Wahl H-Sahne zum Kochen 15...,"0,69 €","200g (1 kg = 3,45 €)",False,"Käse, Eier & Molkerei",3.45,7.6,7.6,0.0,19.6,5.8,"{'unit': 'calories', 'value': 324.0}",7.6,64.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,324.0,Haltbare Sahne Zum Kochen,Rewe Beste Wahl,,,
REWE Bio Joghurt mild 500g,"1,15 €","500g (1 kg = 2,30 €)",False,"Käse, Eier & Molkerei",2.3,3.8,3.8,,1.2,4.8,"{'unit': 'calories', 'value': 51.0}",3.8,,,,,,1.8,,,,,1.0,,51.0,Joghurt,Rewe Bio Joghurt Mild,,,
Marca Italia Grana Padano 16 Monate 200g,"3,29 €","200g (1 kg = 16,45 €)",False,"Käse, Eier & Molkerei",16.45,0.0,0.0,,18.0,33.0,"{'unit': 'calories', 'value': 398.0}",0.0,1500.0,,,,,29.0,,,,,1.0,,398.0,16 Monate,Grana Padano DOP,,,
Marka Hellas Halloumi 225g,"2,99 €","225g (1 kg = 13,29 €)",False,"Käse, Eier & Molkerei",13.29,1.2,1.2,,18.2,21.6,"{'unit': 'calories', 'value': 334.0}",1.2,2800.0,,,,,26.4,,,,,1.0,,334.0,Halloumi,Marka Hellas,,,
REWE Bio Bergkäse 150g,"2,19 €","150g (1 kg = 14,60 €)",False,"Käse, Eier & Molkerei",14.6,0.1,0.1,0.0,26.0,28.0,"{'unit': 'calories', 'value': 418.0}",0.1,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,418.0,Bergkäse,REWE Bio,,,
REWE Bio Mini Mozzarella 125g,"1,49 €","125g (1 kg = 11,92 €)",False,"Käse, Eier & Molkerei",11.92,0.0,0.0,0.0,0.0,0.0,"{'unit': 'calories', 'value': 199.0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199.0,125g Mozzarella Minis,125g Mozzarella Minis,,,
"REWE Bio Joghurt Mango 3,8% 150g","0,55 €","150g (1 kg = 3,67 €)",False,"Käse, Eier & Molkerei",3.67,5.7,,,2.5,4.6,"{'unit': 'calories', 'value': 75.0}",5.7,,,,,,3.8,,,,,1.0,,75.0,"Joghurt mild 3,8%",Rewe Bio,,,
REWE Bio Joghurt mild Erdbeer-Himbeer 150g,"0,55 €","150g (1 kg = 3,67 €)",False,"Käse, Eier & Molkerei",3.67,17.7,17.7,,3.2,5.3,"{'unit': 'calories', 'value': 142.0}",17.7,200.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,1.0,0.0,142.0,Joghurt Mild Erdbeer-himbeer,Rewe Bio,,,
REWE Bio Emmentaler gerieben 150g,"1,79 €","150g (1 kg = 11,93 €)",False,"Käse, Eier & Molkerei",11.93,0.0,0.0,0.0,22.0,29.0,"{'unit': 'calories', 'value': 395.0}",0.0,700.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,395.0,geriebener Emmentaler,REWE Bio,,,
Iglo Green Cuisine Gemüsestäbchen vegan...,"3,29 €","426g (1 kg = 7,72 €)",False,Tiefkühlkost,7.72,22.0,2.7,2.5,0.6,3.8,"{'unit': 'calories', 'value': 182.0}",24.5,,,,,,8.2,,,,43.0,1.0,,182.0,Gemüsestäbchen (vegan),Iglo Green Cuisine,,,
REWE Bio Broccoli tiefgefroren 300g,"1,79 €","300g (1 kg = 5,97 €)",False,Tiefkühlkost,5.97,1.8,1.5,,0.1,2.7,"{'unit': 'calories', 'value': 26.0}",1.8,5.0,,,,,0.3,,,,,1.0,,26.0,Broccoli Tiefgefroren,Bio Rewe,,,
REWE Bio Junge Erbsen 450g,"1,79 €","450g (1 kg = 3,98 €)",False,Tiefkühlkost,3.98,10.2,4.5,,0.2,5.7,"{'unit': 'calories', 'value': 81.0}",10.2,0.05,,,,,0.8,,,,,1.0,,81.0,Junge Erbsen,Rewe Bio,,,
REWE Beste Wahl Himbeeren 500g,"2,69 €","500g (1 kg = 5,38 €)",False,Tiefkühlkost,5.38,12.5,8.3,2.1,2.3,2.3,"{'unit': 'calories', 'value': 82.0}",14.6,80.0,,,,,1.2,,,,,1.0,,82.0,Himbeeren,Rewe Beste Wahl,,,
REWE Beste Wahl Laugenstangen 700g,"1,99 €","718g (1 kg = 2,77 €)",False,Tiefkühlkost,2.77,42.0,2.6,0.0,0.2,8.1,"{'unit': 'calories', 'value': 213.0}",42.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,213.0,Laugenstangen,Rewe Beste Wahl,,,
REWE Beste Wahl Heidelbeeren 500g,"2,69 €","500g (1 kg = 5,38 €)",False,Tiefkühlkost,5.38,9.1,8.9,,0.1,0.5,"{'unit': 'calories', 'value': 49.0}",9.1,,,,,,0.5,,,,,1.0,,49.0,Heidelbeeren,Rewe Beste Wahl,,,
REWE Beste Wahl Laugenbrezeln 770g,"1,99 €","770g (1 kg = 2,58 €)",False,Tiefkühlkost,2.58,39.5,2.4,,0.2,7.6,"{'unit': 'calories', 'value': 201.0}",39.5,,,,,,0.9,,,,,1.0,,201.0,Laugenbreze,Rewe Beste Wahl Laugenbrezeln,,,
REWE Beste Wahl Pizza Classica Ziegenkäse...,"2,19 €","315g (1 kg = 6,95 €)",False,Tiefkühlkost,6.95,26.3,4.6,,6.9,7.9,"{'unit': 'calories', 'value': 282.0}",26.3,980.0,,,,,15.7,,,,,1.0,,282.0,Pizza Classica Ziegenkäse,Rewe Beste Wahl,,,
REWE Regional Laugenbrezen 5 Stück,"2,49 €","618g (1 kg = 4,03 €)",False,Tiefkühlkost,4.03,1.0,1.0,,7.2,12.0,"{'unit': 'calories', 'value': 214.0}",1.0,2000.0,,,,,18.0,,,,,1.0,,214.0,Delikatess Bockwürstchen 5 Stück - ja!,Rewe,,,
Coppenrath & Wiese 6 Dinkel-Brötchen 420g,"3,29 €","420g (1 kg = 7,83 €)",False,Tiefkühlkost,7.83,47.0,2.0,5.1,1.0,10.8,"{'unit': 'calories', 'value': 297.0}",52.1,44.0,,1.2,,1.0,6.4,,3.3,,,1.0,,297.0,Dinkel-brötchen,Coppenrath & Wiese,,,
REWE Beste Wahl Erdbeeren 500g,"2,69 €","500g (1 kg = 5,38 €)",False,Tiefkühlkost,5.38,16.6,16.3,,,0.3,"{'unit': 'calories', 'value': 73.0}",16.6,3.0,,,,,0.1,,0.1,,,1.0,,73.0,Erdbeeren,Rewe beste Wahl,,,
REWE Bio Blattspinat 600g,"2,39 €","600g (1 kg = 3,98 €)",False,Tiefkühlkost,3.98,0.6,0.0,0.0,0.0,2.5,"{'unit': 'calories', 'value': 17.0}",0.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,17.0,Bio Blattspinat,Rewe,,,
REWE Bio Himbeeren tiefgefroren 300g,"2,69 €","300g (1 kg = 8,97 €)",False,Tiefkühlkost,8.97,7.3,0.0,0.0,0.1,1.1,"{'unit': 'calories', 'value': 49.0}",7.3,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"Himbeeren, Tiefgefroren",Rewe,,,
Original Wagner Piccolinis Salami 270g,"3,49 €","9x30g (1 kg = 12,93 €)",False,Tiefkühlkost,12.93,27.3,1.7,1.7,5.1,10.9,"{'unit': 'calories', 'value': 263.0}",29.0,1500.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,1.0,0.0,263.0,Piccolinis Salami,Original Wagner,,,
"Iglo Fischstäbchen 450g, 15 Stück","4,49 €","450g (1 kg = 9,98 €)",False,Tiefkühlkost,9.98,27.0,1.3,1.1,0.9,20.0,"{'unit': 'calories', 'value': 298.0}",28.1,630.0,,,,,12.0,,,,,1.0,,298.0,Fischstäbchen (At) - 15 Stück Packung,Iglo,,,
REWE Bio Petersilie 50g,"0,99 €","50g (1 kg = 19,80 €)",False,Tiefkühlkost,19.8,3.6,1.1,3.9,0.1,2.8,"{'unit': 'calories', 'value': 38.0}",7.5,,,,,,0.5,,,,,1.0,,38.0,Petersilie,bio Petersilie  Kaufland,,,
