Non Nutrient Data.Image URL,Non Nutrient Data.Original Name,Non Nutrient Data.Unit,Non Nutrient Data.Amount,Non Nutrient Data.Price per Unit,Non Nutrient Data.Weight per Unit (g),Non Nutrient Data.Price per 100g,Non Nutrient Data.Regulated Name,Non Nutrient Data.Regulated Name English,Non Nutrient Data.FDC Name,Non Nutrient Data.Food Category,Energy.Energy [KCAL],Macronutrient.Carbohydrate [G],Macronutrient.Fiber [G],Macronutrient.Protein [G],Macronutrient.Saturated Fat [G],Macronutrient.Total Fat [G],Micronutrient.Calcium [MG],Micronutrient.Choline [MG],Micronutrient.Copper [MG],Micronutrient.Folate [UG],Micronutrient.Iron [MG],Micronutrient.Magnesium [MG],Micronutrient.Manganese [MG],Micronutrient.Niacin [MG],Micronutrient.Omega 3 (ALA) [G],Micronutrient.Omega 6 [G],Micronutrient.Phosphorus [MG],Micronutrient.Potassium [MG],Micronutrient.Riboflavin [MG],Micronutrient.Selenium [UG],Micronutrient.Sodium [MG],Micronutrient.Thiamin [MG],Micronutrient.Vitamin A [UG],Micronutrient.Vitamin B-12 [UG],Micronutrient.Vitamin B-6 [MG],Micronutrient.Vitamin C [MG],Micronutrient.Vitamin E [MG],Micronutrient.Zinc [MG],Micronutrient.Omega 3 (EPA + DHA) [G],Micronutrient.Vitamin K [UG],Non Nutrient Data.Fullness Factor,Insulin Index,Insulin Index Food Name,Non Nutrient Data.Preparation Time
"https://img.rewe-static.de/2179945/23270147_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Rucola 100g,100g,1.0,1.49,100.0,1.49,"Rucola, roh","Arugula, raw","Arugula, raw",Vegetables and Vegetable Products,30.860000000000003,3.65,1.6,2.58,0.086,0.66,160.0,15.3,0.076,97.0,1.46,47.0,0.321,0.305,0.0,0.0,52.0,369.0,0.086,0.3,27.0,0.044,119.0,0.0,0.073,15.0,0.215,0.47,0.0,108.6,4.529109302271341,4,"Avocado, raw, peeled","Rucola, roh"
"https://img.rewe-static.de/2345333/25001604_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Wilhelm Brandenburg Schweine Rückensteak...,100g,3.0,1.23,100.0,1.23,"Rückensteak, Schwein, roh","Pork back steak, pork, raw","Pork, fresh, backfat, raw",Pork Products,809.89,0.0,0.0,2.92,32.21,88.69,2.0,15.4,0.018,1.0,0.18,2.0,0.002,0.985,0.1435,0.0,38.0,65.0,0.051,8.0,11.0,0.084,5.0,0.09,0.04,0.1,0.0,0.37,0.0,0.0,0.2406674296849942,19,Pork,"Schweinefleisch, frisch, Rückenspeck, roh"
"https://img.rewe-static.de/6484182/5766320_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Hak Grünkohl 480g,100g,4.8,0.54,100.0,0.54,Grünkohl,Kale,"Kale, raw",Vegetables and Vegetable Products,42.77,4.42,4.1,2.92,0.178,1.49,254.0,0.5,0.053,62.0,1.6,33.0,0.92,1.18,0.0989999999999999,0.0,55.0,348.0,0.347,0.9,53.0,0.113,241.0,0.0,0.147,93.4,0.33,0.39,0.0,389.6,3.8139210542649815,4,"Avocado, raw, peeled","Grünkohl, roh"
"https://img.rewe-static.de/0133405/22712973_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Stachelbeeren gezucke...,100g,3.9,0.61,100.0,0.61,"Stachelbeeren, gezuckert","Gooseberries, sugared","Gooseberries, raw",Fruits and Fruit Juices,49.46,10.18,4.3,0.88,0.038,0.58,25.0,0.0,0.07,6.0,0.31,10.0,0.144,0.3,0.0,0.0,27.0,198.0,0.03,0.6,1.0,0.04,15.0,0.0,0.08,27.7,0.37,0.12,0.0,0.0,3.4274832213443687,60,"Grapes, black, raw","Stachelbeeren, roh"
"https://img.rewe-static.de/0993875/2974640_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Natreen Pfirsiche 205g,100g,2.05,1.8,100.0,1.8,"Pfirsiche, verarbeitet","Peaches, processed","Peaches, dried, sulfured, uncooked",Fruits and Fruit Juices,266.6,61.33,8.2,3.61,0.082,0.76,28.0,12.7,0.364,0.0,4.06,42.0,0.305,4.375,0.1645,0.0,119.0,996.0,0.212,0.5,7.0,0.002,108.0,0.0,0.067,4.8,0.095,0.57,0.0,15.7,1.973359222185305,54,"Peaches, canned in juice","Pfirsiche, getrocknet, geschwefelt, ungekocht"
"https://img.rewe-static.de/3892808/3834780_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff","Zimmermann Münchner Weißwurst 250g, 4 Stück",100g,2.5,2.12,100.0,2.12,"Weißwurst, Schwein, roh","White sausage, pork, raw","Sausage, Italian, pork, mild, raw",Sausages and Luncheon Meats,285.82,2.97,0.0,13.9,8.615,24.26,12.0,0.0,0.064,0.0,1.77,16.0,0.032,5.8,0.152,1.268333333333333,126.0,211.0,0.23,11.3,563.0,0.0,0.0,1.0,0.0,0.0,0.0,1.91,0.005,0.0,2.0044066164623966,16,Bologna sausage,"Wurst, italienisch, Schwein, mild, roh"
"https://img.rewe-static.de/8017548/30744428_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Orangen 1kg im Netz,100g,10.0,0.28,100.0,0.28,"Orangen, roh","Oranges, raw","Oranges, raw, with peel",Fruits and Fruit Juices,69.9,15.5,4.5,1.3,0.035,0.3,70.0,0.0,0.057,30.0,0.8,14.0,0.0,0.5,0.0565,0.0,22.0,196.0,0.05,0.7,2.0,0.1,13.0,0.0,0.093,71.0,0.0,0.11,0.0,0.0,2.8712788223864893,44,"Orange, raw, peeled","Orangen, roh, mit Schale"
"https://img.rewe-static.de/1439605/23147471_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Maryland Snack Nüsse geröstet & gesalzen 275g,100g,2.75,1.27,100.0,1.27,"Snack Nüsse, geröstet, gesalzen","Snack nuts, roasted, salted","Nuts, mixed nuts, oil roasted, with peanuts, lightly salted",Nut and Seed Products,649.9100000000001,21.05,7.0,20.04,8.711,53.95,117.0,52.0,0.907,83.0,2.61,229.0,2.04,7.709,0.5615,4.818333333333333,456.0,632.0,0.196,33.9,161.0,0.189,0.0,0.0,0.352,0.5,3.91,3.36,0.005,5.7,1.372237417123149,15,"Peanuts, salted, roasted","Nüsse, gemischte Nüsse, ölgeröstet, mit Erdnüssen, leicht gesalzen"
"https://img.rewe-static.de/7795569/35855163_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Lay's Chips gesalzen 150g,100g,1.5,1.33,100.0,1.33,"Chips, gesalzen","Chips, salted","Snacks, soy chips or crisps, salted",Snacks,384.75,53.15,3.5,26.5,1.102,7.35,171.0,110.9,2.456,240.0,5.2,170.0,2.039,2.978,1.317,0.0,7.0,7.0,0.349,12.1,842.0,0.333,0.0,0.0,0.513,0.0,0.505,1.5,0.0,11.9,2.611989539846424,61,Potato chip,"Snacks, Sojachips oder -chips, gesalzen"
"https://img.rewe-static.de/8295689/3128770_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Lorenz Clubs Party-Cracker 200g,100g,2.0,0.9,100.0,0.9,Cracker,Crackers,"Crackers, milk",Baked Products,441.25,71.73,3.4,7.6,2.912,13.77,172.0,10.8,0.227,90.0,3.58,22.0,0.552,4.43,0.311,0.0,303.0,114.0,0.418,15.9,687.0,0.538,16.0,0.04,0.037,0.2,0.61,0.67,0.002,3.8,1.589616644870819,87,Cracker,"Cracker, Milch"
"https://img.rewe-static.de/1098629/23731060_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Erdbeeren 500g,100g,5.0,0.5,100.0,0.5,"Erdbeeren, roh","Strawberries, raw","Strawberries, raw",Fruits and Fruit Juices,36.1,7.68,2.0,0.67,0.015,0.3,16.0,5.7,0.048,24.0,0.41,13.0,0.386,0.386,0.0173333333333333,0.0,24.0,153.0,0.022,0.4,1.0,0.024,1.0,0.0,0.047,58.8,0.145,0.14,0.0,2.2,4.042949140395436,59,"Banana, raw, peeled","Erdbeeren, roh"
"https://img.rewe-static.de/1947331/21288594_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Champignons weiß 250g,100g,2.5,0.8,100.0,0.8,"Champignons, weiß, roh","Mushrooms, white, raw","Mushrooms, white, raw",Vegetables and Vegetable Products,28.46,3.26,1.0,3.09,0.05,0.34,3.0,17.3,0.318,17.0,0.5,9.0,0.047,3.607,0.0946666666666666,0.0,86.0,318.0,0.402,9.3,5.0,0.081,0.0,0.02,0.104,2.1,0.005,0.52,0.0,0.0,4.628242364440332,43,"Apple, red delicious, raw","Pilze, weiß, roh"
"https://img.rewe-static.de/7701860/37290383_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Chio Tortillas Nacho Cheese 110g,100g,1.1,1.72,100.0,1.72,"Tortillas, Nacho Cheese","Tortilla chips, Nacho Cheese","Snacks, tortilla chips, nacho cheese",Snacks,519.46,60.81,5.1,7.36,3.876,27.42,137.0,22.5,0.102,13.0,1.16,75.0,0.33,1.29,0.3796666666666666,3.936666666666666,252.0,223.0,0.136,7.4,691.0,0.153,6.0,0.0,0.22,0.4,3.12,1.38,0.0,1.3,1.4412817958542783,36,Tortilla,"Snacks, Tortillachips, Nacho-Käse"
"https://img.rewe-static.de/1055132/23270610_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Mandarinen 1kg im Netz,100g,10.0,0.25,100.0,0.25,"Mandarinen, roh","Tangerines, raw","Tangerines, (mandarin oranges), raw",Fruits and Fruit Juices,59.39,13.34,1.8,0.81,0.039,0.31,37.0,10.2,0.042,16.0,0.15,12.0,0.039,0.376,0.0153333333333333,0.0,20.0,166.0,0.036,0.1,2.0,0.058,34.0,0.0,0.078,26.7,0.1,0.07,0.0,0.0,3.051862236202079,44,"Orange, raw, peeled","Mandarinen, (Mandarinen), roh"
"https://img.rewe-static.de/8381866/30373996_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Erdnüsse grosse Kerne...,100g,2.0,0.65,100.0,0.65,"Erdnüsse, roh","Peanuts, raw","Peanuts, all types, raw",Legumes and Legume Products,610.88,16.13,8.5,25.8,6.279,49.24,92.0,52.5,1.144,240.0,4.58,168.0,1.934,12.066,1.201,0.0,376.0,705.0,0.135,7.2,18.0,0.64,0.0,0.0,0.348,0.0,4.165,3.27,0.0,0.0,1.888064683356565,15,"Peanuts, salted, roasted","Erdnüsse, alle Arten, roh"
"https://img.rewe-static.de/2131110/2121340_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Ültje Pistazien mit Schale 150g,100g,1.5,2.53,100.0,2.53,"Pistazien, mit Schale, roh","Pistachios, with shell, raw","Nuts, pistachio nuts, raw",Nut and Seed Products,597.2,27.17,10.6,20.16,5.907,45.32,105.0,0.0,1.3,51.0,3.92,121.0,1.2,1.3,1.0325,14.091,490.0,1025.0,0.16,7.0,1.0,0.87,26.0,0.0,1.7,5.6,2.86,2.2,0.0,0.0,2.1601796420528503,5,Walnuts,"Nüsse, Pistazien, roh"
"https://img.rewe-static.de/0092037/24369867_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Maryland Cashewkerne 500g,100g,5.0,1.6,100.0,1.6,"Cashewkerne, roh","Cashew nuts, raw","Nuts, cashew nuts, raw",Nut and Seed Products,588.29,30.19,3.3,18.22,7.783,43.85,37.0,0.0,2.195,25.0,6.68,292.0,1.655,1.062,0.596,0.0,593.0,660.0,0.058,19.9,12.0,0.423,0.0,0.0,0.417,0.5,0.9,5.78,0.0,34.1,1.4190836805019755,15,"Peanuts, salted, roasted","Nüsse, Cashewnüsse, roh"
"https://img.rewe-static.de/8066943/29936017_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Laugen Cracker 100g,100g,1.0,1.39,100.0,1.39,Cracker,Cracker,"Cracker, meal",Baked Products,376.1,80.9,2.6,9.3,0.271,1.7,23.0,19.6,0.225,136.0,4.64,24.0,0.944,5.707,0.369,0.0,104.0,115.0,0.468,42.3,16.0,0.696,0.0,0.0,0.039,0.0,0.215,0.69,0.0,0.3,1.7495945228504552,87,Cracker,Cracker
"https://img.rewe-static.de/2824641/26828730_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Jumbo Erdnüsse geröstet &...,100g,2.0,0.65,100.0,0.65,"Erdnüsse, geröstet","Peanuts, roasted","Peanuts, all types, oil-roasted, with salt",Legumes and Legume Products,645.66,15.26,9.4,28.03,8.655,52.5,61.0,55.3,0.533,120.0,1.52,176.0,1.845,13.825,0.8396666666666667,0.038,397.0,726.0,0.089,3.3,320.0,0.085,0.0,0.0,0.461,0.8,3.47,3.28,0.0,0.0,2.074638296164248,15,"Peanuts, salted, roasted","Peanuts, oil-roasted, salted"
"https://img.rewe-static.de/8827889/38459872_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Chio Tortilla Salted 110g,100g,1.1,1.72,100.0,1.72,"Chips, Tortilla, Salted, roh","Chips, tortilla, salted, raw","Tortilla chips, yellow, plain, salted",Snacks,496.97,67.38,4.7,6.62,2.776,22.33,104.0,19.1,0.105,22.0,1.32,84.0,0.357,1.498,0.1565,2.93,234.0,206.0,0.043,8.4,310.0,0.13,8.0,0.0,0.202,0.0,1.485,1.46,0.005,0.6,1.4717215630211884,36,Tortilla,"Tortilla chips, salted"
"https://img.rewe-static.de/8753645/36522785_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Erdnüsse gesalzen 150g,100g,1.5,0.99,100.0,0.99,"Erdnüsse, gesalzen","Peanuts, salted","Peanuts, all types, dry-roasted, with salt",Legumes and Legume Products,629.3799999999999,21.26,8.4,24.35,7.723,49.66,58.0,64.6,0.428,97.0,1.58,178.0,1.786,14.355,0.54825,3.2313333333333336,363.0,634.0,0.197,9.3,410.0,0.152,0.0,0.0,0.466,0.0,2.465,2.77,0.0,0.0,1.770343679971936,15,"Peanuts, salted, roasted","Peanuts, dry-roasted, salted"
"https://img.rewe-static.de/3552434/42866554_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Pringles Sour Cream & Onion Chips 165g,100g,1.65,1.51,100.0,1.51,"Chips, Sour Cream & Onion","Chips, sour cream & onion","Snacks, potato chips, sour-cream-and-onion-flavor",Snacks,543.5,51.5,5.2,8.1,8.89,33.9,72.0,0.0,0.299,62.0,1.6,74.0,0.405,4.029,0.2995,0.0,176.0,1331.0,0.2,8.1,549.0,0.189,14.0,1.0,0.665,37.3,0.0,0.98,0.0,0.0,1.3338785460521576,61,Potato chip,"Potato chips, sour-cream-and-onion-flavor"
"https://img.rewe-static.de/9639799/24569040_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Apfel Golden Delicious ca. 250g,100g,2.5,0.3,100.0,0.3,"Apfel, Golden Delicious, roh","Apple, Golden Delicious, raw","Apples, raw, golden delicious, with skin",Fruits and Fruit Juices,56.87,13.6,2.4,0.28,0.0,0.15,6.0,5.1,0.03,3.0,0.13,5.0,0.035,0.094,0.0063333333333333,0.0,10.0,100.0,0.026,0.0,2.0,0.018,3.0,0.0,0.051,0.0,0.18,0.04,0.0,1.8,3.1039668075121054,43,"Apple, red delicious, raw","Apples, golden delicious, with skin"
"https://img.rewe-static.de/4745396/21288300_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Bananenchips 150g,100g,1.5,1.46,100.0,1.46,Bananenchips,Banana chips,"Snacks, banana chips",Snacks,545.2,58.4,7.7,2.3,28.97,33.6,18.0,21.3,0.205,14.0,1.25,76.0,1.56,0.71,0.0865,0.0,56.0,536.0,0.017,1.5,6.0,0.085,4.0,0.0,0.26,6.3,0.12,0.75,0.0,1.3,1.245128317290819,81,Banana,Banana chips
"https://img.rewe-static.de/3205262/26814612_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",BiFi Turkey 5x20g,100g,0.2,14.95,100.0,14.95,"Turkey, roh","Turkey, raw","Turkey, Ground, raw",Poultry Products,147.57999999999998,0.0,0.0,19.66,2.024,7.66,19.0,50.8,0.096,7.0,1.09,23.0,0.008,6.733,0.6970000000000001,0.6363333333333333,200.0,237.0,0.156,21.9,58.0,0.066,20.0,0.5,0.564,0.0,0.045,2.35,0.014,0.0,2.860944404496704,44,"Orange, raw, peeled","Turkey, ground, raw"
"https://img.rewe-static.de/8942672/39730827_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Farmer's Snack Bio Pflaumen getrocknet...,100g,1.5,2.33,100.0,2.33,"Pflaumen, getrocknet",Dried plums,"Plums, dried (prunes), uncooked",Fruits and Fruit Juices,267.66,63.88,7.1,2.18,0.088,0.38,43.0,10.1,0.281,4.0,0.93,41.0,0.299,1.882,0.0393333333333333,0.0,69.0,732.0,0.186,0.3,2.0,0.051,39.0,0.0,0.205,0.6,0.215,0.44,0.0,59.5,1.7801810416359136,42,Dried fruit,"Plums, dried, uncooked"
"https://img.rewe-static.de/0475963/24569668_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Süßkartoffel ca. 500g,100g,5.0,0.35,100.0,0.35,"Süßkartoffel, roh","Sweet potato, raw","Sweet potato leaves, raw",Vegetables and Vegetable Products,49.83,8.82,5.3,2.49,0.111,0.51,78.0,0.0,0.0,0.0,0.97,70.0,0.0,1.13,0.0,0.0,81.0,508.0,0.345,0.9,6.0,0.156,189.0,0.0,0.19,11.0,0.0,0.0,0.0,302.2,3.5366448779826136,96,Sweet potato,"Sweet potato leaves, raw"
"https://img.rewe-static.de/2105363/22901802_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Farmer's Snack Pekannuss 125g,100g,1.25,3.59,100.0,3.59,Pekannuss,Pecan nuts,"Nuts, pecans",Nut and Seed Products,739.85,13.86,9.6,9.17,6.18,71.97,70.0,40.5,1.2,22.0,2.53,121.0,4.5,1.167,0.4115,0.0,277.0,410.0,0.13,3.8,0.0,0.66,3.0,0.0,0.21,1.1,0.7,4.53,0.0,3.5,1.124143575481812,5,Walnuts,Pecans
"https://img.rewe-static.de/2842517/35771132_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Leibniz Keks 'n' Cream Schoko 228g,100g,2.28,1.0,100.0,1.0,"Kekse, Schoko","Cookies, chocolate","Cookies, chocolate wafers",Baked Products,445.0,72.7,3.4,6.6,4.241,14.2,31.0,14.3,0.463,47.0,4.01,53.0,0.696,2.858,0.273,0.0,132.0,210.0,0.266,5.7,580.0,0.203,3.0,0.045,0.051,0.0,0.36,1.09,0.005,2.4,1.5343185573067055,63,White chocolate,Chocolate wafers
"https://img.rewe-static.de/0994604/23407971_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Korinthen 250g,100g,2.5,0.64,100.0,0.64,Korinthen,Currants,"Currants, red and white, raw",Fruits and Fruit Juices,62.6,13.8,4.3,1.4,0.017,0.2,33.0,7.6,0.107,8.0,1.0,13.0,0.186,0.1,0.0,0.0,44.0,275.0,0.05,0.6,1.0,0.04,2.0,0.0,0.07,41.0,0.05,0.23,0.0,11.0,3.040329241977583,60,"Grapes, black, raw","Currants, red and white, raw"
"https://img.rewe-static.de/1179404/25991423_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Max Premium Pistazien geröstet & gesalzen 225g,100g,2.25,2.66,100.0,2.66,"Pistazien, geröstet & gesalzen","Pistachios, roasted & salted","Nuts, pistachio nuts, dry roasted, with salt added",Nut and Seed Products,606.78,27.55,10.3,21.05,5.645,45.82,107.0,71.4,1.293,51.0,4.03,109.0,1.243,1.373,0.7893333333333333,13.125,469.0,1007.0,0.234,10.0,428.0,0.695,13.0,0.0,1.122,3.0,1.085,2.34,0.0,13.2,2.1161877704858174,15,"Peanuts, salted, roasted","Pistachio nuts, dry roasted, salted"
"https://img.rewe-static.de/5151325/7360200_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Delikatess-Feigen 200g,100g,2.0,2.0,100.0,2.0,Feigen,Figs,"Figs, raw",Fruits and Fruit Juices,82.42,19.18,2.9,0.75,0.06,0.3,35.0,4.7,0.07,6.0,0.37,17.0,0.128,0.4,0.0315,0.0,14.0,232.0,0.05,0.2,1.0,0.06,7.0,0.0,0.113,2.0,0.055,0.15,0.0,4.7,2.5702462991475103,60,"Grapes, black, raw","Figs, raw"
"https://img.rewe-static.de/5937086/1156670_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Macadamia-Nusskerne 125g,100g,1.25,5.59,100.0,5.59,"Macadamia-Nusskerne, roh","Macadamia nut kernels, raw","Nuts, macadamia nuts, raw",Nut and Seed Products,768.8499999999999,13.82,8.6,7.91,12.061,75.77,85.0,0.0,0.756,11.0,3.69,130.0,4.131,2.473,0.5265,0.0,188.0,368.0,0.162,3.6,5.0,1.195,0.0,0.0,0.275,1.2,0.54,1.3,0.0,0.0,0.8968467370244282,43,"Apple, red delicious, raw","Macadamia nuts, raw"
"https://img.rewe-static.de/0570290/24569669_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff","Weißkohl ca. 1,5kg",100g,15.0,0.13,100.0,0.13,"Weißkohl, roh","Cabbage, white, raw","Cabbage, raw",Vegetables and Vegetable Products,29.22,5.8,2.5,1.28,0.034,0.1,40.0,10.7,0.019,43.0,0.47,12.0,0.16,0.234,0.0246666666666666,0.0,26.0,170.0,0.04,0.3,18.0,0.061,5.0,0.0,0.124,36.6,0.075,0.18,0.0,76.0,4.546766267144332,48,Cauliflower,"Cabbage, raw"
"https://img.rewe-static.de/8534162/32556564_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Max Jumbo Cashews geröstet & gesalzen 225g,100g,2.25,2.66,100.0,2.66,"Cashews, geröstet, gesalzen","Cashews, roasted, salted","Nuts, cashew nuts, oil roasted, with salt added",Nut and Seed Products,617.9300000000001,30.16,3.3,16.84,8.478,47.77,43.0,61.0,2.043,25.0,6.05,273.0,1.668,1.736,0.551,0.0,531.0,632.0,0.218,20.3,308.0,0.363,0.0,0.0,0.323,0.3,0.46,5.35,0.0,34.7,1.1548096332478792,15,"Peanuts, salted, roasted","Cashew nuts, oil roasted, salted"
"https://img.rewe-static.de/9049756/42283300_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",De Beukelaer Prinzen Rolle Minis Schoko...,100g,1.875,1.06,100.0,1.06,"Keks, Schokolade","Cookie, chocolate","Cookie, chocolate, with icing or coating",Baked Products,507.28,67.87,2.3,4.5,16.5,24.2,15.0,7.0,0.267,58.0,3.0,25.0,0.0,2.5,0.188,0.0,75.0,95.0,0.19,11.8,380.0,0.29,0.0,0.01,0.023,0.0,1.395,0.3,0.0,6.9,1.2794318963095674,60,Chocolate brownie,"Chocolate cookie, with icing or coating"
"https://img.rewe-static.de/6352472/2043370_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Cranberries 125g,100g,1.25,1.99,100.0,1.99,Cranberries,Cranberries,"Cranberries, raw",Fruits and Fruit Juices,50.89000000000001,11.97,3.6,0.46,0.008,0.13,8.0,5.5,0.056,1.0,0.23,6.0,0.267,0.101,0.0283333333333333,0.0,11.0,80.0,0.02,0.1,2.0,0.012,3.0,0.0,0.057,14.0,0.66,0.09,0.0,5.0,3.332535979443118,43,"Apple, red delicious, raw","Cranberries, raw"
"https://img.rewe-static.de/0025267/24569609_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Mango essreif 1 Stück,Stück,1.0,2.79,300.0,0.93,"Mango, roh","Mango, raw","Mangos, raw",Fruits and Fruit Juices,66.62,14.98,1.6,0.82,0.092,0.38,11.0,7.6,0.111,43.0,0.16,10.0,0.063,0.669,0.0363333333333333,0.0,14.0,168.0,0.038,0.6,1.0,0.028,54.0,0.0,0.119,36.4,0.45,0.09,0.0,4.2,2.8665639505231244,112,Mango,"Mangos, raw"
"https://img.rewe-static.de/8353357/32250967_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Maryland Röst-Cashews ohne Salz 400g,100g,4.0,1.75,100.0,1.75,"Röst-Cashews, ohne Salz, geröstet","Roasted cashews, salt-free, roasted","Nuts, cashew nuts, dry roasted, with salt added",Nut and Seed Products,609.1500000000001,32.69,3.0,15.31,9.157,46.35,45.0,61.0,2.22,69.0,6.0,260.0,0.826,1.4,0.7464999999999999,0.0,490.0,565.0,0.2,11.7,640.0,0.2,0.0,0.0,0.256,0.0,0.46,5.6,0.0,34.7,1.145870992239685,15,"Peanuts, salted, roasted","Cashew nuts, dry roasted, salted"
"https://img.rewe-static.de/7644774/40968453_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Herta Saftige Fleischwurst 2x200g,100g,2.0,1.75,100.0,1.75,"Fleischwurst, roh","Bologna, raw","Bologna, beef",Sausages and Luncheon Meats,295.97,4.29,0.0,10.91,10.487,26.13,21.0,29.7,0.053,3.0,1.29,13.0,0.04,2.321,0.30225,0.229,154.0,351.0,0.065,11.6,1013.0,0.03,19.0,0.595,0.157,15.2,0.28,1.93,0.004,8.7,1.809869785964724,11,Bologna,"Bologna, beef"
"https://img.rewe-static.de/2324956/24119721_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Aprikosen Ungeschwefelt 125g,100g,1.25,2.79,100.0,2.79,Aprikosen Ungeschwefelt,"Apricots, unsulfured","Apricots, dried, sulfured, uncooked",Fruits and Fruit Juices,268.71,62.64,7.3,3.39,0.017,0.51,55.0,13.9,0.343,10.0,2.66,32.0,0.235,2.589,0.0573333333333333,0.0,71.0,1162.0,0.074,2.2,10.0,0.015,180.0,0.0,0.143,1.0,2.165,0.39,0.0,3.1,1.8575920858243165,42,Dried fruit,"Apricots, dried, sulfured, uncooked"
"https://img.rewe-static.de/2842122/27498391_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Seeberger Mandeln blanchiert 200g,100g,2.0,3.5,100.0,3.5,"Mandeln, blanchiert","Almonds, blanched","Nuts, almonds, blanched",Nut and Seed Products,632.96,18.67,9.9,21.4,3.953,52.52,236.0,52.1,1.027,49.0,3.28,268.0,1.835,3.5,0.721,0.0,481.0,659.0,0.711,3.2,19.0,0.191,0.0,0.0,0.115,0.0,11.875,2.97,0.0,0.0,1.8356427485372944,5,Walnuts,"Almonds, blanched"
